species,region,map,method,time,qualification
SPECIES_ABRA,HOENN,MAP_GRANITE_CAVE_1F,land_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,HOENN,MAP_SAFARI_ZONE_NORTH,land_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_AZALEA_TOWN_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_BLACKTHORN_CITY_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_BLACKTHORN_CITY_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_MAHOGANYTOWN_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_MT_SILVER_MOUNTAIN_SIDE_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_MT_SILVER_MOUNTAIN_SIDE_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_MT_SILVER_OUTSIDE_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_MT_SILVER_OUTSIDE_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE26_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE28_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE28_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE42_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE42_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE44_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE44_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE45_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE46_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE46_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE47_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HERACROSS,JOHTO,MAP_ROUTE48_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,HNS_UNCLASSIFIED,MAP_ALOLA_WATER_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,HNS_UNCLASSIFIED,MAP_MELEMELE_ISLE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,HOENN,MAP_ROUTE132,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,HOENN,MAP_ROUTE133,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,HOENN,MAP_ROUTE134,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_DRAGONS_DEN_CAVERN_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_DRAGONS_DEN_CAVERN_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_ROUTE41_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_SAFARI_ZONE_TOP_RIGHT_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_SAFARI_ZONE_TOP_RIGHT_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,water_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,water_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,water_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B3F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_B3F_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_DESCENT_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,JOHTO,MAP_WHIRL_ISLANDS_DESCENT_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_CERULEAN_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_CERULEAN_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_CINNABAR_ISLAND_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_CINNABAR_ISLAND_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_PALLET_TOWN_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_PALLET_TOWN_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE10_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE10_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE12_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE12_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE13_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE13_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE19_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE19_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE1_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE1_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE20_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE20_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE21_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE21_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE24_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE24_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE4_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE4_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE9_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_ROUTE9_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_VERMILION_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_VERMILION_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_VERMILION_CITY_PORT_OUTSIDE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_HORSEA,KANTO,MAP_VERMILION_CITY_PORT_OUTSIDE_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_ILLUMISE,HOENN,MAP_ROUTE117,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KADABRA,KANTO,MAP_CERULEAN_CAVE_B1F_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KADABRA,KANTO,MAP_CERULEAN_CAVE_B1F_HNS,land_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KADABRA,KANTO,MAP_CERULEAN_CAVE_B2F_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KADABRA,KANTO,MAP_CERULEAN_CAVE_B2F_HNS,land_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KECLEON,HOENN,MAP_ROUTE118,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KECLEON,HOENN,MAP_ROUTE119,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KECLEON,HOENN,MAP_ROUTE120,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KECLEON,HOENN,MAP_ROUTE121,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KECLEON,HOENN,MAP_ROUTE123,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,HNS_UNCLASSIFIED,MAP_PONI_CAVE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,HNS_UNCLASSIFIED,MAP_PONI_ISLE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,HNS_UNCLASSIFIED,MAP_ULAULA_ISLE_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,HOENN,MAP_MOSSDEEP_CITY,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,HOENN,MAP_PACIFIDLOG_TOWN,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_CHERRYGROVE_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_CHERRYGROVE_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_CIANWOOD_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_CIANWOOD_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_CLIFF_EDGE_CAVE_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_CLIFF_EDGE_CAVE_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_OLIVINE_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_OLIVINE_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_ROUTE34_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_ROUTE34_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_ROUTE40_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_SAFARI_ZONE_LOW_MID_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_SAFARI_ZONE_TOP_MID_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_SAFARI_ZONE_TOP_RIGHT_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_SAFARI_ZONE_TOP_RIGHT_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_B3F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,JOHTO,MAP_WHIRL_ISLANDS_DESCENT_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_CINNABAR_ISLAND_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_CINNABAR_ISLAND_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_PALLET_TOWN_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_PALLET_TOWN_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_ROUTE19_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_ROUTE1_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_ROUTE1_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_ROUTE20_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_ROUTE21_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_VERMILION_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KINGLER,KANTO,MAP_VERMILION_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,HNS_UNCLASSIFIED,MAP_PONI_CAVE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,HNS_UNCLASSIFIED,MAP_PONI_ISLE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,HNS_UNCLASSIFIED,MAP_ULAULA_ISLE_HNS,water_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,HOENN,MAP_MOSSDEEP_CITY,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,HOENN,MAP_PACIFIDLOG_TOWN,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_CHERRYGROVE_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_CHERRYGROVE_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_CIANWOOD_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_CIANWOOD_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_CLIFF_EDGE_CAVE_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_CLIFF_EDGE_CAVE_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_OLIVINE_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_OLIVINE_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_ROUTE34_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_ROUTE34_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_ROUTE40_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_SAFARI_ZONE_LOW_MID_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_SAFARI_ZONE_TOP_MID_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_SAFARI_ZONE_TOP_RIGHT_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_SAFARI_ZONE_TOP_RIGHT_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_1F_HNS,land_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B1F_HNS,land_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B1F_INNER_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B2F_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_B3F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,JOHTO,MAP_WHIRL_ISLANDS_DESCENT_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_CERULEAN_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_CERULEAN_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_CINNABAR_ISLAND_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_CINNABAR_ISLAND_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_PALLET_TOWN_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_PALLET_TOWN_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE10_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE10_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE12_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE12_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE13_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE13_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE19_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE19_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE1_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE1_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE20_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE20_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE21_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE21_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE24_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE24_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE4_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE4_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE9_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_ROUTE9_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_VERMILION_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_VERMILION_CITY_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_VERMILION_CITY_PORT_OUTSIDE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_KRABBY,KANTO,MAP_VERMILION_CITY_PORT_OUTSIDE_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LAIRON,HOENN,MAP_VICTORY_ROAD_1F,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LAIRON,HOENN,MAP_VICTORY_ROAD_B1F,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LAIRON,HOENN,MAP_VICTORY_ROAD_B2F,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,HNS_UNCLASSIFIED,MAP_AKALA_ISLE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_CIANWOOD_CITY_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_NEW_BARK_TOWN_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_NEW_BARK_TOWN_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_OLIVINE_CITY_PORT_OUTSIDE_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_OLIVINE_CITY_PORT_OUTSIDE_HNS,fishing_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_ROUTE41_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_ROUTE47_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LANTURN,JOHTO,MAP_UNION_CAVE_B2F_HNS,fishing_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_DARK_CAVE_SOUTH_SIDE_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_MT_SILVER_1F_ITEM_ROOM_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_MT_SILVER_1F_MOLTRES_ROOM_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_MT_SILVER_1F_WATERFALL_ROOM_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_MT_SILVER_1F_WATERFALL_ROOM_HNS,land_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_MT_SILVER_2F_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_MT_SILVER_3F_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_SAFARI_ZONE_LOW_LEFT_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,JOHTO,MAP_SAFARI_ZONE_LOW_RIGHT_HNS,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LARVITAR,KANTO,MAP_VICTORY_ROAD_KANTO_1F_HNS,land_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LEDYBA,HOENN,MAP_SAFARI_ZONE_NORTHEAST,land_mons,TIME_DAY,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_CHERRYGROVE_CITY_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_CHERRYGROVE_CITY_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_ECRUTEAK_CITY_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_ECRUTEAK_CITY_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_GOLDENROD_CITY_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_NEW_BARK_TOWN_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_NEW_BARK_TOWN_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_OLIVINE_CITY_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_OLIVINE_CITY_HNS,rock_smash_mons,TIME_NIGHT,table presence; access not verified
SPECIES_LEDYBA,JOHTO,MAP_ROUTE29_HNS,rock_smash_mons,TIME_DAY,table presence; access not verified
